,model,price,registration_year,make_year,fuel_type,body_type,kms_driven,ownership,transmission,city,seats,engine_displacement
78,2020 Ford Everest 2.0L Bi-Turbo Titanium Plus 4x4 AT Detail,₱1.88 Million,,2020,Diesel,Suv,"11,000 Km",First Owner,Automatic,Paranaque,7 seat,1996 CC
79,2017 BMW 3 Series 320d Detail,₱1.888 Million,,2017,Diesel,Sedan,,First Owner,Automatic,Pasig,5 seat,1995 CC
80,2018 MINI Clubman Cooper S Detail,₱1.898 Million,2018,2018,Gasoline,Station-wagon,"30,000 Km",First Owner,Automatic,Bacoor,5 seat,1998 CC
81,1995 Toyota Land Cruiser 4.2L MT 4x4 Detail,₱1.9 Million,,1995,Diesel,Suv,1 Km,First Owner,Manual,"San Juan, Metro Manila",,
82,2004 Toyota Land Cruiser 200 4.2L 4x4 AT Detail,₱1.9 Million,,2004,Diesel,Suv,1 Km,First Owner,Automatic,"San Juan, Metro Manila",,
83,2019 Peugeot Traveller 2.0L (7-Seater) Detail,₱1.9 Million,2023,2019,Diesel,Mpv,"18,768 Km",First Owner,Automatic,Paranaque,7 seat,1977 CC
84,2019 Mazda CX-9 2.5L Turbo AWD Exclusive Detail,₱1.9 Million,2019,2019,Gasoline,Suv,"25,000 Km",First Owner,Automatic,Taguig,7 seat,2488 CC
85,2018 BMW X3 xDrive 20i AT Detail,₱1.917 Million,2018,2018,Gasoline,Suv,"61,000 Km",First Owner,Automatic,Cebu City,5 seat,1997 CC
86,2015 Mercedes-Benz E-Class Sedan 250 CDI Blue Efficiency (automatic) Detail,₱1.949 Million,,2015,Diesel,Sedan,"39,000 Km",First Owner,Automatic,Pasig,5 seat,2143 CC
87,2020 Hyundai Grand Starex Modern Special Detail,₱1.95 Million,2020,2020,Gasoline,Minivans,"12,000 Km",First Owner,Automatic,Pasig,,2498 CC
88,2020 Mercedes-Benz A-Class 180 (automatic) Detail,₱1.95 Million,2021,2020,Gasoline,Hatchback,"5,000 Km",Third Owner,Automatic,Makati City,5 seat,1595 CC
89,2023 Toyota Fortuner 4x2 2.8L Q AT Detail,₱1.95 Million,2023,2023,Diesel,Suv,"6,000 Km",First Owner,Automatic,Cebu City,7 seat,2755 CC
90,2020 Honda Odyssey 3.5 EXL AT Detail,₱1.95 Million,2020,2020,Gasoline,Van,"20,000 Km",First Owner,Automatic,Taguig,8 seat,2356 CC
91,2013 Jeep Grand Cherokee SRT 8 Detail,₱1.95 Million,2023,2013,Gasoline,Suv,"51,000 Km",Second Owner,Automatic,"San Juan, La Union",5 seat,6398 CC
92,2022 Ford Ranger Raptor 2.0L Bi-Turbo 4WD Detail,₱1.95 Million,2022,2022,Diesel,Pickup-trucks,"21,000 Km",First Owner,Automatic,Muntinlupa,5 seat,1996 CC
93,2023 Mitsubishi Montero Sport 2.4 GT 4WD 8 AT Detail,₱1.97 Million,2023,2023,Diesel,Suv,"20,000 Km",First Owner,Automatic,Baguio City,7 seat,2442 CC
94,2018 Mercedes-Benz C 180 1.8 AT Detail,₱1.98 Million,,2018,Gasoline,Sedan,"22,000 Km",First Owner,Automatic,Mandaue City,,
95,2019 Mercedes-Benz GLA-Class 180 AT Detail,₱1.98 Million,,2019,Gasoline,Suv,"5,000 Km",First Owner,Automatic,Pasig,5 seat,1595 CC
96,2023 Isuzu mu-X 3.0 4x2 LS-E AT Detail,₱1.98 Million,2023,2023,Diesel,Suv,"4,500 Km",First Owner,Automatic,Quezon City,7 seat,2999 CC
97,2016 Jaguar X-Type 2.0 L AT Detail,₱1.988 Million,,2016,Gasoline,Sedan,"20,000 Km",First Owner,Automatic,Quezon City,,
98,2018 Peugeot Traveller 2.0 AT Detail,₱1.988 Million,,2018,Diesel,Mpv,1 Km,First Owner,Automatic,Pasig,7 seat,1997 CC
99,2008 Land Rover Range Rover HSE D300 Detail,₱1.995 Million,,2008,Diesel,Suv,"94,000 Km",First Owner,Automatic,Quezon City,7 seat,2997 CC
100,2008 Jeep Wrangler 3.8L AT Detail,₱1.998 Million,,2008,Gasoline,Suv,"88,000 Km",First Owner,Automatic,Quezon City,,
101,2007 Cadillac Escalade ESV Platinum Detail,₱1.998 Million,,2007,Gasoline,Suv,1 Km,First Owner,Automatic,Quezon City,7 seat,5998 CC
102,2005 Hummer H2 6.0L Detail,₱2 Million,2016,2005,Gasoline,Suv,"45,000 Km",Second Owner,Automatic,Pasig,,
103,2020 Mazda CX-9 2.5L Turbo AWD Exclusive Detail,₱2 Million,2020,2020,Gasoline,Suv,"10,000 Km",First Owner,Automatic,Quezon City,7 seat,2488 CC
104,2016 Toyota Land Cruiser Prado 4.0L AT Detail,₱2 Million,2018,2016,Gasoline,Suv,"75,000 Km",Second Owner,Automatic,Makati City,,
105,2016 Ford Explorer 3.5L Sport EcoBoost Detail,₱2 Million,2020,2016,Gasoline,Suv,"25,000 Km",Third Owner,Automatic,Baguio City,7 seat,3496 CC
106,2019 Audi A4 1.4 TFSI Detail,₱2 Million,2023,2019,Gasoline,Sedan,"3,000 Km",First Owner,Automatic,Makati City,5 seat,1395 CC
0,2018 Toyota Hiace LXV Super Grandia 3.0 LXV A/T Detail,₱2.038 Million,,2018,Diesel,Van,,First Owner,Automatic,Pasig,10 seat,2982 CC
1,2018 Toyota FJ Cruiser 4.0L V6 Detail,₱2.05 Million,,2018,Gasoline,Suv,,First Owner,Automatic,Pasig,5 seat,3956 CC
2,2018 Mercedes-Benz CLA-Class 200 Detail,₱2.09 Million,,2018,Gasoline,Sedan,"18,000 Km",First Owner,Dual-clutch,Las Piñas,5 seat,1332 CC
3,2020 Mazda CX-5 2.0L FWD Pro Detail,₱2.1 Million,2023,2020,Gasoline,Crossover,"10,000 Km",First Owner,Automatic,Manila,5 seat,1998 CC
4,2019 Toyota Hiace GL Grandia A/T Detail,₱2.1 Million,,2019,Diesel,Van,"46,000 Km",First Owner,Automatic,Quezon City,12 seat,2755 CC
5,2022 Toyota Hilux GR Sport Detail,₱2.1 Million,2022,2022,Diesel,Pickup-trucks,"15,000 Km",First Owner,Automatic,Cebu City,5 seat,2755 CC
6,2015 BMW X3 xDrive 20d M Sport Detail,₱2.1 Million,2016,2015,Diesel,Suv,"68,811 Km",First Owner,Automatic,Bulacan,5 seat,1995 CC
7,2015 Lexus NX 200t Detail,₱2.128 Million,,2015,Gasoline,Suv,"48,000 Km",First Owner,Automatic,Cavite City,,2498 CC
8,2011 Mercedes-Benz GL Class 4.6L GL450 AT Detail,₱2.15 Million,2011,2011,Gasoline,Suv,"32,000 Km",First Owner,Automatic,Valenzuela,,
9,2018 Honda Odyssey EX-V Navi Detail,₱2.15 Million,,2018,Gasoline,Mpv,"28,000 Km",First Owner,Cvt,Pasig,7 seat,2356 CC
10,2017 Jeep Grand Cherokee Summit Detail,₱2.18 Million,2017,2017,Gasoline,Suv,"30,000 Km",First Owner,Automatic,Pasig,5 seat,3604 CC
11,2022 Nissan Terra 2.5 4x2 VL AT Detail,₱2.198 Million,,2022,Diesel,Suv,,First Owner,Automatic,Paranaque,7 seat,2488 CC
12,2018 Mazda MX-5 SkyActiv-G 2.0 L AT Detail,₱2.198 Million,,2018,Gasoline,Convertibles,,First Owner,Automatic,Paranaque,2 seat,1998 CC
13,2016 Toyota Alphard 3.5L AT Detail,₱2.2 Million,2016,2016,Gasoline,Mpv,"30,000 Km",First Owner,Automatic,Pasig,7 seat,3456 CC
14,2013 Nissan Patrol Royale 5.6 V8 4x4 AT Detail,₱2.2 Million,2014,2013,Gasoline,Suv,"100,000 Km",Second Owner,Automatic,Pasig,8 seat,5552 CC
15,2017 BMW X3 xDrive 18d AT Detail,₱2.23 Million,,2017,Diesel,Suv,"20,000 Km",First Owner,Automatic,Las Piñas,5 seat,1995 CC
16,2018 BMW X1 xDrive 20d xLine Detail,₱2.23 Million,,2018,Diesel,Suv,"20,000 Km",First Owner,Automatic,Las Piñas,5 seat,1995 CC
17,2023 Toyota GR86 2.4L AT Detail,₱2.235 Million,2023,2023,Gasoline,Coupe,"1,000 Km",First Owner,Automatic,Batangas,4 seat,2398 CC
18,2006 BMW M5 4.4L Detail,₱2.25 Million,2006,2006,Gasoline,Sedan,"25,000 Km",Third Owner,Automatic,Makati City,5 seat,4395 CC
19,2015 Mercedes-Benz C250 1.8 L AT Detail,₱2.25 Million,2019,2015,Gasoline,Sedan,"25,000 Km",First Owner,Automatic,Makati City,,
20,2015 Toyota Alphard 3.5L AT Detail,₱2.3 Million,,2015,Gasoline,Mpv,1 Km,First Owner,Automatic,Pasay,7 seat,3456 CC
21,2014 MINI Paceman Cooper S AWD Detail,₱2.3 Million,,2014,Gasoline,Hatchback,1 Km,First Owner,Manual,Quezon City,4 seat,
22,2013 BMW 7 Series Sedan 730Li Detail,₱2.3 Million,2013,2013,Gasoline,Sedan,"5,000 Km",First Owner,Automatic,Mandaluyong City,,2998 CC
23,2018 Mercedes-Benz V-Class V 220d Avantgarde Long Detail,₱2.3 Million,2018,2018,Diesel,Mpv,"70,000 Km",First Owner,Automatic,Manila,6 seat,1950 CC
24,2015 Ford Mustang 5.0L V8 GT Premium Detail,₱2.348 Million,,2015,Gasoline,Coupe,"12,000 Km",First Owner,Automatic,Quezon City,4 seat,4951 CC
25,2016 Lexus RX 350 Detail,₱2.398 Million,,2016,Gasoline,Suv,"22,000 Km",First Owner,Automatic,Quezon City,,3498 CC
26,2016 BMW X4 xDrive 20d AT Detail,₱2.4 Million,2016,2016,Diesel,Suv,"38,000 Km",First Owner,Automatic,Cainta,5 seat,1995 CC
27,2022 Toyota Fortuner 4x4 2.8L LTD AT Detail,₱2.42 Million,,2022,Diesel,Suv,"10,000 Km",First Owner,Automatic,Las Piñas,7 seat,2755 CC
28,2017 Mercedes-Benz C-Class C250 Detail,₱2.43 Million,,2017,Gasoline,Sedan,"18,000 Km",First Owner,Automatic,Quezon City,5 seat,1991 CC
29,2015 Ford Mustang 5.0L GT Convertible AT Detail,₱2.43 Million,,2015,Gasoline,Convertibles,"18,000 Km",First Owner,Automatic,Las Piñas,4 seat,4951 CC
30,2016 Ford Mustang 5.0L GT Premium V8 Detail,₱2.43 Million,2023,2016,Gasoline,Coupe,"70,000 Km",First Owner,Automatic,Pasig,4 seat,4998 CC
31,2016 Ford Mustang 5.0L GT Premium V8 Detail,₱2.43 Million,2023,2016,Gasoline,Coupe,"8,000 Km",First Owner,Automatic,Pasig,4 seat,4998 CC
32,2010 BMW Z4 3.0L Detail,₱2.458 Million,,2010,Gasoline,Convertibles,"38,000 Km",First Owner,Automatic,Cavite City,,
33,2016 BMW X4 xDrive 20d AT Detail,₱2.49 Million,2016,2016,Diesel,Suv,"23,000 Km",First Owner,Automatic,Pasig,5 seat,1995 CC
34,2013 Lexus LS 4.6L Detail,₱2.495 Million,,2013,Gasoline,Sedan,"30,000 Km",First Owner,Automatic,Quezon City,,4593 CC
35,2017 Mercedes-Benz E-Class Sedan E200 Exclusive Detail,₱2.5 Million,2023,2017,Gasoline,Sedan,"21,000 Km",First Owner,Automatic,Pasig,5 seat,1991 CC
36,2002 Maserati 3200 GT 3.2L Detail,₱2.5 Million,,2002,Gasoline,Coupe,"66,000 Km",First Owner,Automatic,"San Juan, Metro Manila",,
37,2016 Chrysler 300C 3.5L AT Detail,₱2.5 Million,2022,2016,Gasoline,Luxury-vehicles,"13,500 Km",First Owner,Automatic,Solano,,
38,2015 Mercedes-Benz C250 1.8 L AT Detail,₱2.5 Million,2015,2015,Gasoline,Sedan,"25,000 Km",First Owner,Automatic,Makati City,,
39,2017 Land Rover Discovery Sport S 2.0L Diesel Detail,₱2.5 Million,,2017,Diesel,Suv,"54,000 Km",First Owner,Automatic,Quezon City,7 seat,1999 CC
40,2018 Toyota Hilux 2.8 G DSL 4x4 M/T Detail,₱2.5 Million,2020,2018,Diesel,Pickup-trucks,"5,000 Km",Third Owner,Manual,Manila,5 seat,2755 CC
41,2017 Jeep Grand Cherokee SRT 8 Detail,₱2.5 Million,2017,2017,Gasoline,Suv,"38,000 Km",Second Owner,Automatic,Cagayan de Oro,5 seat,6398 CC
42,2020 Mercedes-Benz CLA-Class 1.6L CLA180 AT Detail,₱2.5 Million,2020,2020,Gasoline,Sedan,"40,000 Km",First Owner,Automatic,Las Piñas,,
43,2018 Toyota Alphard 3.5 Gas AT Detail,₱2.5 Million,2021,2018,Gasoline,Mpv,"120,000 Km",Second Owner,Automatic,Taguig,7 seat,3456 CC
44,2019 Hyundai Grand Starex Limousine Detail,₱2.53 Million,,2019,Diesel,Van,"13,000 Km",First Owner,Automatic,Las Piñas,,
45,2020 Hyundai Grand Starex 2.5 Gold Dsl Detail,₱2.55 Million,,2020,Diesel,Van,,First Owner,Automatic,Quezon City,10 seat,2497 CC
46,2019 Ford Mustang 5.0L GT Premium V8 Detail,₱2.55 Million,2019,2019,Gasoline,Coupe,"25,000 Km",Second Owner,Automatic,Makati City,4 seat,4998 CC
47,2008 Porsche Boxster 2.9L AT Detail,₱2.588 Million,2008,2008,Gasoline,Roadster,1 Km,First Owner,Automatic,Mandaue City,,
48,2018 Mercedes-Benz V-Class V 220d Avantgarde Long Detail,₱2.59 Million,2018,2018,Diesel,Mpv,"17,000 Km",First Owner,Automatic,Pasig,6 seat,1950 CC
49,2018 Lexus RX 350 Detail,₱2.6 Million,2018,2018,Gasoline,Suv,"45,000 Km",First Owner,Automatic,Manila,5 seat,3456 CC
50,2023 Hyundai Staria 2.2 CRDi Premium+ 8AT AWD 7-seater Detail,₱2.6 Million,2023,2023,Diesel,Mpv,"1,700 Km",First Owner,Automatic,Makati City,7 seat,2199 CC
51,2017 Toyota Land Cruiser Prado 4.0L VX AT Detail,₱2.6 Million,2017,2017,Gasoline,Suv,"85,000 Km",First Owner,Automatic,Paranaque,,
52,2017 Mercedes-Benz V-Class V 220d Avantgarde Extra Long (High Spec) Detail,₱2.67 Million,2017,2017,Diesel,Van,"7,000 Km",First Owner,Automatic,Quezon City,6 seat,1950 CC
53,2017 Mercedes-Benz GLC-Class 200 4Matic Detail,₱2.69 Million,2023,2017,Gasoline,Suv,"45,000 Km",First Owner,Automatic,Caloocan City,5 seat,1999 CC
54,2013 Lexus LS 4.6L Detail,₱2.698 Million,2013,2013,Gasoline,Sedan,"16,000 Km",First Owner,Automatic,Quezon City,,4593 CC
55,2022 Mercedes-Benz A-Class 180 (automatic) Detail,₱2.698 Million,2022,2022,Gasoline,Hatchback,"1,000 Km",First Owner,Automatic,Pasig,5 seat,1595 CC
56,2019 Toyota FJ Cruiser 4.0L V6 Detail,₱2.7 Million,2019,2019,Gasoline,Suv,"5,000 Km",First Owner,Automatic,Paranaque,5 seat,3956 CC
57,2017 Mercedes-Benz V-Class V 220d Avantgarde Extra Long (High Spec) Detail,₱2.7 Million,2017,2017,Diesel,Van,"29,000 Km",First Owner,Automatic,Pasig,6 seat,1950 CC
58,2020 Ford Mustang Shelby GT500 Detail,₱2.7 Million,2021,2020,Gasoline,Coupe,"5,000 Km",First Owner,Automatic,Manila,4 seat,5208 CC
59,2023 Mercedes-Benz CLA-Class 180 (automatic) Detail,₱2.7 Million,2023,2023,Gasoline,Coupe,"5,000 Km",First Owner,Automatic,Makati City,5 seat,1595 CC
60,2018 Lexus IS 350 F-Sport Detail,₱2.75 Million,2018,2018,Gasoline,Sedan,"15,000 Km",First Owner,Automatic,Pasig,5 seat,3456 CC
61,2020 Ford Mustang 2.3L Ecoboost Detail,₱2.758 Million,2020,2020,Gasoline,Coupe,"7,000 Km",First Owner,Automatic,Marikina City,4 seat,2298 CC
62,2018 Dodge Challenger V6 GT Detail,₱2.78 Million,2022,2018,Gasoline,Coupe,"11,000 Km",First Owner,Automatic,Quezon City,5 seat,3599 CC
63,2015 BMW 5 Series Sedan 520d Detail,₱2.8 Million,2016,2015,Diesel,Sedan,"30,000 Km",Third Owner,Automatic,Manila,5 seat,1995 CC
64,2016 Lexus ES 350 Premier Detail,₱2.85 Million,2016,2016,Gasoline,Sedan,"15,000 Km",First Owner,Automatic,Quezon City,5 seat,3456 CC
65,2020 Ford Mustang 5.0L GT Premium V8 Detail,₱2.895 Million,2023,2020,Gasoline,Coupe,"18,000 Km",First Owner,Automatic,Guagua,4 seat,4998 CC
66,2018 Jaguar F-PACE Prestige 2.0 Diesel Detail,₱2.9 Million,2022,2018,Diesel,Suv,"5,113 Km",First Owner,Automatic,Taguig,5 seat,1999 CC
67,2016 Toyota Alphard 3.5 Gas AT Detail,₱2.9 Million,2016,2016,Gasoline,Mpv,"65,000 Km",First Owner,Automatic,Manila,7 seat,3456 CC
68,2018 Land Rover Discovery Sport S 2.0L Diesel Detail,₱2.935 Million,2019,2018,Diesel,Suv,,First Owner,Automatic,Pasig,7 seat,1999 CC
69,2016 Land Rover Discovery Sport S 2.0L Diesel Detail,₱2.95 Million,2018,2016,Diesel,Suv,"12,000 Km",Second Owner,Automatic,Pasig,7 seat,1999 CC
70,2018 Dodge Durango GT Detail,₱2.95 Million,2018,2018,Gasoline,Suv,200 Km,First Owner,Automatic,Pasig,7 seat,3598 CC
71,2023 Toyota Fortuner GR Sport 2.8L 4x4 AT Detail,₱2.95 Million,,2023,Diesel,Suv,,First Owner,Automatic,Quezon City,7 seat,2755 CC
72,2017 Mercedes-Benz E200 2.0 L AT Detail,₱2.998 Million,2017,2017,Gasoline,Luxury-vehicles,"23,000 Km",First Owner,Automatic,Pasig,,
73,2002 Porsche 996 3.6L Detail,₱3 Million,2009,2002,Gasoline,Coupe,"130,000 Km",First Owner,Automatic,Makati City,,
0,2016 Chevrolet Suburban 4X2 LT Detail,₱3.05 Million,2016,2016,Gasoline,Suv,"74,000 Km",First Owner,Automatic,Pasig,8 seat,5328 CC
1,2017 Chevrolet Camaro 3.6L AT Detail,₱3.08 Million,2017,2017,Gasoline,Coupe,"11,000 Km",First Owner,Automatic,Quezon City,,
2,2020 Toyota Hiace LXV Super Grandia 3.0 LXV A/T Detail,₱3.1 Million,2023,2020,Diesel,Van,"20,000 Km",First Owner,Automatic,Quezon City,10 seat,2982 CC
3,2019 Chevrolet Camaro 2.0L Turbo 3LT RS Detail,₱3.1 Million,2019,2019,Gasoline,Coupe,"6,000 Km",Second Owner,Automatic,Pasig,4 seat,1998 CC
4,2018 BMW 5 Series Gran Turismo 535i Detail,₱3.16 Million,2018,2018,Gasoline,Sedan,"7,000 Km",First Owner,Automatic,Makati City,5 seat,2979 CC
5,2019 BMW 5 Series Sedan 520d Detail,₱3.188 Million,,2019,Diesel,Sedan,"12,000 Km",First Owner,Automatic,Cavite City,5 seat,1995 CC
6,2018 Toyota Land Cruiser Prado 4.0L Gas AT Detail,₱3.2 Million,2023,2018,Gasoline,Suv,"38,000 Km",First Owner,Automatic,Manila,7 seat,3956 CC
7,2016 Chevrolet Suburban 4X4 LTZ Detail,₱3.2 Million,2016,2016,Gasoline,Suv,"35,000 Km",First Owner,Automatic,Pasig,7 seat,5328 CC
8,2018 Mercedes-Benz E-Class Sedan E220 d Avantgarde Detail,₱3.23 Million,,2018,Diesel,Sedan,"40,000 Km",First Owner,Automatic,Las Piñas,5 seat,1950 CC
9,2023 Hyundai Palisade 2.2 Diesel AT 4WD Detail,₱3.25 Million,2023,2023,Diesel,Suv,"15,000 Km",Second Owner,Automatic,Manila,7 seat,2199 CC
10,2019 Toyota Alphard 3.5 Gas AT Detail,₱3.3 Million,2019,2019,Gasoline,Mpv,"17,000 Km",First Owner,Automatic,Lapu-Lapu City,7 seat,3456 CC
11,2019 Chevrolet Tahoe 4x4 Z71 Detail,₱3.3 Million,2019,2019,Diesel,Suv,"80,000 Km",First Owner,Automatic,Cavite City,8 seat,5298 CC
12,2020 BMW 4 Series Gran Coupe 420d Detail,₱3.35 Million,2020,2020,Diesel,Coupe,"16,000 Km",First Owner,Automatic,Cainta,5 seat,1995 CC
13,2013 Toyota Land Cruiser 200 4.5L VX AT Detail,₱3.388 Million,,2013,Diesel,Suv,"32,864 Km",First Owner,Automatic,Quezon City,,
14,2019 Nissan Patrol Royale 5.6 V8 4x4 AT Detail,₱3.4 Million,2023,2019,Gasoline,Suv,"25,000 Km",First Owner,Automatic,Davao City,8 seat,5552 CC
15,2014 Land Rover Discovery Sport SD4 SE Diesel Detail,₱3.48 Million,2022,2014,Diesel,Suv,"5,000 Km",First Owner,Automatic,Quezon City,5 seat,2995 CC
16,2017 Mercedes-Benz CLA-Class 45 AMG 4Matic Detail,₱3.5 Million,,2017,Gasoline,Coupe,"10,000 Km",First Owner,Automatic,Pasig,5 seat,1991 CC
17,2016 Mercedes-Benz GLE-Class 2.0L GLE300d AT Detail,₱3.528 Million,2023,2016,Diesel,Suv,"20,000 Km",First Owner,Automatic,Makati City,,
18,2016 GMC Savana 6.0L Detail,₱3.58 Million,,2016,Gasoline,Van,"1,600 Km",First Owner,Automatic,Quezon City,,
19,2018 Mercedes-Benz E-Class Sedan 2.0L E250 AT Detail,₱3.6 Million,2023,2018,Gasoline,Luxury-vehicles,"3,384 Km",First Owner,Automatic,Quezon City,,
20,2013 Land Rover Range Rover Autobiography SDV8 Detail,₱3.698 Million,2013,2013,Diesel,Suv,"43,000 Km",First Owner,Automatic,Quezon City,4 seat,2179 CC
21,2019 Toyota Land Cruiser Prado 3.0L VX AT Detail,₱3.7 Million,2019,2019,Diesel,Suv,"39,000 Km",First Owner,Automatic,"Talisay City, Cebu",,
22,2019 Audi Q7 3.0 TDI Quattro Premium Detail,₱3.7 Million,2019,2019,Diesel,Suv,"100,000 Km",First Owner,Automatic,Angeles City,7 seat,2967 CC
23,2010 BMW 3 Series 2.0L 318i AT Detail,₱3.7 Million,2010,2010,Gasoline,Sedan,"40,000 Km",Third Owner,Automatic,Pasig,,1998 CC
24,2016 Toyota Land Cruiser 200 4.5L VX AT Detail,₱3.75 Million,2016,2016,Diesel,Suv,"37,000 Km",First Owner,Automatic,Pasig,,
25,2010 Mercedes-Benz C63 AMG 6.2 L AT Detail,₱3.8 Million,,2010,Gasoline,Sedan,"24,000 Km",First Owner,Automatic,"San Juan, Metro Manila",,
26,2020 Toyota Alphard 2.5 HEV CVT Detail,₱3.8 Million,2020,2020,Hybrid,Mpv,"30,000 Km",First Owner,Cvt,Makato,7 seat,2487 CC
27,2020 Toyota Land Cruiser 70 LX Detail,₱3.85 Million,2020,2020,Diesel,Suv,1 Km,First Owner,Manual,Mandaue City,7 seat,4461 CC
28,2023 Toyota Hiace Super Grandia Elite AT Detail,₱3.85 Million,,2023,Diesel,Van,,First Owner,Automatic,Pasig,10 seat,2755 CC
29,2011 Audi RS5 Coupe 2.9L TFSI Detail,₱3.889 Million,2022,2011,Gasoline,Coupe,"20,000 Km",First Owner,Automatic,Quezon City,4 seat,2894 CC
0,2022 Nissan Patrol Royale 5.6 V8 4x4 AT Detail,₱4.108 Million,2022,2022,Gasoline,Suv,"13,800 Km",First Owner,Automatic,Pasig,8 seat,5552 CC
1,2009 Porsche Cayman S Manual Detail,₱4.2 Million,,2009,Gasoline,Coupe,"32,000 Km",First Owner,Manual,Quezon City,2 seat,3436 CC
2,2022 Audi e-tron Electric Detail,₱4.2 Million,2022,2022,Electric,Suv,"30,000 Km",First Owner,Automatic,Paranaque,5 seat,
3,2019 Toyota Alphard 3.5 Gas AT Detail,₱4.25 Million,2019,2019,Gasoline,Mpv,"50,000 Km",First Owner,Automatic,Silang,7 seat,3456 CC
4,2017 Toyota Land Cruiser 200 4.5L Premium Detail,₱4.28 Million,2017,2017,Diesel,Suv,"15,000 Km",First Owner,Automatic,Quezon City,8 seat,4461 CC
5,2019 Mercedes-Benz C-Class Coupe C 300 Detail,₱4.35 Million,2021,2019,Gasoline,Coupe,"30,000 Km",First Owner,Automatic,Las Piñas,4 seat,1991 CC
6,2018 Toyota Land Cruiser 200 4.5L DSL AT Detail,₱4.36 Million,2018,2018,Diesel,Suv,"40,000 Km",First Owner,Automatic,Quezon City,8 seat,4461 CC
7,2015 Lexus LS L Detail,₱4.5 Million,2015,2015,Gasoline,Sedan,"60,000 Km",Second Owner,Automatic,Taguig,,
8,2020 Land Rover Range Rover Evoque SE 2.0 Diesel Detail,₱4.55 Million,2023,2020,Diesel,Suv,"7,000 Km",First Owner,Automatic,Apalit,5 seat,1999 CC
9,2023 Hyundai Santa Fe 2.5T Calligraphy AWD Detail,₱4.6 Million,2023,2023,Gasoline,Suv,"5,000 Km",First Owner,Dual-clutch,Manila,7 seat,2497 CC
10,2022 Kia Carnival 2.2 EX 7-Seater AT Detail,₱4.7 Million,2022,2022,Diesel,Mpv,"15,000 Km",First Owner,Automatic,Manila,7 seat,2151 CC
11,2022 Land Rover Range Rover Velar S D200 With Satin Pack Detail,₱4.8 Million,2022,2022,Diesel,Suv,"20,000 Km",First Owner,Automatic,Quezon City,5 seat,1999 CC
12,2018 Toyota Land Cruiser 200 4.5 Full Option 4x4 AT Detail,₱4.85 Million,2018,2018,Diesel,Suv,"25,000 Km",First Owner,,Quezon City,,
13,2020 Toyota Fortuner 2.8 V Diesel 4x4 AT Detail,₱4.89 Million,,2020,Diesel,Suv,"2,000 Km",First Owner,Automatic,Pasig,7 seat,2765 CC
14,2012 Nissan GT-R Premium Detail,₱4.98 Million,,2012,Gasoline,Coupe,"16,000 Km",First Owner,Automatic,Quezon City,4 seat,3797 CC
0,2019 Chevrolet Camaro 6.2L AT Detail,₱5.28 Million,,2019,Gasoline,Coupe,900 Km,First Owner,Manual,Quezon City,4 seat,
1,2011 Shelby Mustang 5.0L AT Detail,₱5.28 Million,,2011,Gasoline,Coupe,1 Km,First Owner,Automatic,Paranaque,,4998 CC
2,2017 Shelby Mustang GT350 Detail,₱5.35 Million,2017,2017,Gasoline,Coupe,1 Km,First Owner,Automatic,Mandaue City,,
3,2021 BMW X5 xDrive30d Detail,₱5.35 Million,2022,2021,Diesel,Suv,"10,000 Km",First Owner,Automatic,Makati City,5 seat,2993 CC
4,2007 Chevrolet BT Cruiser 5.3L Detail,₱5.4 Million,2007,2007,Gasoline,Suv,"6,000 Km",First Owner,Automatic,Pasig,,
5,2014 Mercedes-Benz S-Class S500 4.7L Detail,₱5.4 Million,,2014,Gasoline,Sedan,"21,000 Km",First Owner,Automatic,Quezon City,,
6,2018 Porsche 718 Boxster PDK Detail,₱5.5 Million,2018,2018,Gasoline,Convertibles,"12,000 Km",First Owner,Automatic,Makati City,2 seat,1988 CC
7,2018 Mercedes-Benz GL Class 350 BlueTec 4 Matic Detail,₱5.68 Million,2018,2018,Diesel,Suv,"4,000 Km",First Owner,Automatic,Cebu City,7 seat,2987 CC
8,2022 Land Rover Range Rover Velar S D200 With Satin Pack Detail,₱5.8 Million,2022,2022,Diesel,Suv,"20,000 Km",First Owner,Automatic,Makati City,5 seat,1999 CC
9,2017 Cadillac Escalade ESV Platinum Detail,₱5.88 Million,,2017,Gasoline,Suv,,First Owner,Automatic,Quezon City,7 seat,5998 CC
10,2017 Cadillac Escalade ESV Platinum Detail,₱5.888 Million,,2017,Gasoline,Suv,,First Owner,Automatic,Cavite City,7 seat,5998 CC
11,2019 Porsche Cayman PDK Detail,₱5.98 Million,,2019,Gasoline,Coupe,,First Owner,Automatic,Quezon City,2 seat,2706 CC
12,2019 Audi RS5 Coupe 2.9L TFSI Detail,₱5.995 Million,2019,2019,Gasoline,Coupe,"1,000 Km",First Owner,Automatic,Quezon City,4 seat,2894 CC
13,2014 Maserati Quattroporte Quattroporte Detail,₱6 Million,,2014,Gasoline,Sedan,"5,000 Km",First Owner,Automatic,Quezon City,,
14,2022 Ford Mustang Shelby GT500 Detail,₱6.5 Million,2022,2022,Gasoline,Coupe,630 Km,First Owner,Automatic,Makati City,4 seat,5208 CC
15,2022 Hyundai Staria 2.2 CRDi Premium+ 8AT AWD 7-seater Detail,₱6.8 Million,2022,2022,Diesel,Mpv,300 Km,First Owner,Automatic,Quezon City,7 seat,2199 CC
